species_id,master_species,major_clade,family_molecules,family_morphology,synonym_species,specie_notes
1081,Nemenzophyllia turbida,Robust,Plesiastreidae,Euphyllidae,"",""
1082,Nomlandia californica,Robust,Caryophylliidae,Caryophylliidae,"",""
1083,Notocyathus conicus,Complex,Turbinoliidae,Turbinoliidae,"",""
1084,Notocyathus venustus,Complex,Turbinoliidae,Turbinoliidae,"",""
1085,Notophyllia etheridgi,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1086,Notophyllia piscacauda,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1087,Notophyllia recta,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1088,Oculina arbuscula,Robust,Oculinidae,Oculinidae,"",""
1089,Oculina diffusa,Robust,Oculinidae,Oculinidae,"",""
1090,Oculina patagonica,Robust,Oculinidae,Oculinidae,"",""
1091,Oculina profunda,Robust,Oculinidae,Oculinidae,"",""
1092,Oculina robusta,Robust,Oculinidae,Oculinidae,"",""
1093,Oculina tenella,Robust,Oculinidae,Oculinidae,"",""
1094,Oculina valenciennesi,Robust,Oculinidae,Oculinidae,"",""
1095,Oculina varicosa,Robust,Oculinidae,Oculinidae,"",""
1096,Oculina virgosa,Robust,Oculinidae,Oculinidae,"",""
973,Orbicella annularis,Robust,Merulinidae,Faviidae,Montastrea annularis,""
978,Orbicella faveolata,Robust,Merulinidae,Faviidae,Montastrea faveolata,""
979,Orbicella franksi,Robust,Merulinidae,Faviidae,Montastrea franksi,""
1097,Oulangia bradleyi,Robust,Rhizangiidae,Rhizangiidae,"",""
1098,Oulangia cyathiformis,Robust,Rhizangiidae,Rhizangiidae,"",""
1099,Oulangia stokesianamiltoni,Robust,Rhizangiidae,Rhizangiidae,"",""
1100,Oulangia stokesianastokesiana,Robust,Rhizangiidae,Rhizangiidae,"",""
1101,Oulastrea crispata,Robust,Incertae sedis,Faviidae,"",""
1102,Oulophyllia bennettae,Robust,Merulinidae,Faviidae,"",""
1103,Oulophyllia crispa,Robust,Merulinidae,Faviidae,"",""
1104,Oulophyllia levis,Robust,Merulinidae,Faviidae,"",""
1105,Oxypora convoluta,Robust,Lobophyllidae,Pectiniidae,"",""
1106,Oxypora crassispinosa,Robust,Lobophyllidae,Pectiniidae,"",""
1107,Oxypora egyptensis,Robust,Lobophyllidae,Pectiniidae,"",""
1108,Oxypora glabra,Robust,Lobophyllidae,Pectiniidae,"",""
1109,Oxypora lacera,Robust,Lobophyllidae,Pectiniidae,"",""
1110,Oxysmilia circularis,Robust,Caryophylliidae,Caryophylliidae,"",""
1111,Oxysmilia corrugata,Robust,Caryophylliidae,Caryophylliidae,"",""
1112,Oxysmilia epithecata,Robust,Caryophylliidae,Caryophylliidae,"",""
1113,Oxysmilia rotundifolia,Robust,Caryophylliidae,Caryophylliidae,"",""
1114,Pachyseris foliosa,Complex,Pachyseridae,Agariciidae,"",""
1115,Pachyseris gemmae,Complex,Pachyseridae,Agariciidae,"",""
1569,Pachyseris inattesa,Complex,Pachyseridae,"","",""
1116,Pachyseris involuta,Complex,Pachyseridae,Agariciidae,"",""
1117,Pachyseris rugosa,Complex,Pachyseridae,Agariciidae,"",""
1118,Pachyseris speciosa,Complex,Pachyseridae,Agariciidae,"",""
1119,Palauastrea ramosa,Robust,Pocilloporidae,Astrocoeniidae,"",""
1121,Paraconotrochus antarctica,Robust,Caryophylliidae,Caryophylliidae,"",""
1122,Paraconotrochus capense,Robust,Caryophylliidae,Caryophylliidae,"",""
1123,Paraconotrochus zeidleri,Robust,Caryophylliidae,Caryophylliidae,"",""
1124,Paracyathus andersoni,Robust,Caryophylliidae,Caryophylliidae,"",""
1125,Paracyathus arcuatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1126,Paracyathus cavatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1127,Paracyathus conceptus,Robust,Caryophylliidae,Caryophylliidae,"",""
1128,Paracyathus coronatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1129,Paracyathus ebonensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1130,Paracyathus fulvus,Robust,Caryophylliidae,Caryophylliidae,"",""
1131,Paracyathus humilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1132,Paracyathus indicusgracilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1133,Paracyathus indicusindicus,Robust,Caryophylliidae,Caryophylliidae,"",""
1134,Paracyathus lifuensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1135,Paracyathus molokensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1136,Paracyathus montereyensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1137,Paracyathus parvulus,Robust,Caryophylliidae,Caryophylliidae,"",""
1138,Paracyathus porcellanus,Robust,Caryophylliidae,Caryophylliidae,"",""
1139,Paracyathus profundus,Robust,Caryophylliidae,Caryophylliidae,"",""
1140,Paracyathus pruinosus,Robust,Caryophylliidae,Caryophylliidae,"",""
1141,Paracyathus pulchellus,Robust,Caryophylliidae,Caryophylliidae,"",""
1142,Paracyathus rotundatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1143,Paracyathus stearnsii,Robust,Caryophylliidae,Caryophylliidae,"",""
1144,Paracyathus stokesii,Robust,Caryophylliidae,Caryophylliidae,"",""
1145,Paracyathus vittatus,Robust,Caryophylliidae,Caryophylliidae,"",""
795,Paragoniastrea australensis,Robust,Merulinidae,Faviidae,Goniastrea australensis,""
797,Paragoniastrea deformis,Robust,Merulinidae,Faviidae,Goniastrea deformis,""
681,Paragoniastrea russelli,Robust,Merulinidae,Faviidae,Favites russelli,""
680,Paramontastraea peresi,Robust,Merulinidae,Faviidae,"Favites peresi, Goniastrea peresi",""
982,Paramontastraea salebrosa,Robust,Merulinidae,Faviidae,Montastrea salebrosa,""
983,Paramontastraea serageldini,Robust,Merulinidae,Faviidae,Montastrea serageldini,""
283,Parascolymia rowleyensis,Robust,Lobophyllidae,Mussidae,Australomussa rowleyensis,""
1384,Parascolymia vitiensis,Robust,Lobophyllidae,Mussidae,Scolymia vitiensis,""
1148,Pavona bipartita,Complex,Agariciidae,Agariciidae,"",""
1149,Pavona cactus,Complex,Agariciidae,Agariciidae,"",""
1150,Pavona chiriquiensis,Complex,Agariciidae,Agariciidae,"",""
1151,Pavona clavus,Complex,Agariciidae,Agariciidae,"",""
1152,Pavona danai,Complex,Agariciidae,Agariciidae,"",""
1153,Pavona decussata,Complex,Agariciidae,Agariciidae,"",""
1154,Pavona diffluens,Complex,Agariciidae,Agariciidae,"",""
1155,Pavona divaricata,Complex,Agariciidae,Agariciidae,"",""
1156,Pavona duerdeni,Complex,Agariciidae,Agariciidae,"",""
1157,Pavona explanulata,Complex,Agariciidae,Agariciidae,"",""
1158,Pavona frondifera,Complex,Agariciidae,Agariciidae,"",""
1159,Pavona gigantea,Complex,Agariciidae,Agariciidae,"",""
1160,Pavona lata,Complex,Agariciidae,Agariciidae,"",""
1161,Pavona maldivensis,Complex,Agariciidae,Agariciidae,"",""
1162,Pavona minuta,Complex,Agariciidae,Agariciidae,"",""
1163,Pavona varians,Complex,Agariciidae,Agariciidae,"",""
1164,Pavona venosa,Complex,Agariciidae,Agariciidae,"",""
1165,Pavona xarifae,Complex,Agariciidae,Agariciidae,"",""
1166,Pectinia africanus,Robust,Merulinidae,Pectiniidae,"",""
1167,Pectinia alcicornis,Robust,Merulinidae,Pectiniidae,"",""
1169,Pectinia crassa,Robust,Merulinidae,Pectiniidae,"",""
1170,Pectinia elongata,Robust,Merulinidae,Pectiniidae,"",""
1171,Pectinia lactuca,Robust,Merulinidae,Pectiniidae,"",""
1172,Pectinia maxima,Robust,Merulinidae,Pectiniidae,"",""
1173,Pectinia paeonia,Robust,Merulinidae,Pectiniidae,"",""
1174,Pectinia pygmaeus,Robust,Merulinidae,Pectiniidae,"",""
1175,Pectinia teres,Robust,Merulinidae,Pectiniidae,"",""
1176,Pedicellocyathus keyesi,Robust,Stenocyathidae,Guyniidae,"",""
1177,Peponocyathus dawsoni,Complex,Turbinoliidae,Turbinoliidae,"",""
1178,Peponocyathus folliculus,Complex,Turbinoliidae,Turbinoliidae,"",""
1179,Peponocyathus minimus,Complex,Turbinoliidae,Turbinoliidae,"",""
241,Petrophyllia rediviva,Robust,Oculinidae,Oculinidae,Archohelia rediviva,""
1180,Phacelocyathus flos,Robust,Caryophylliidae,Caryophylliidae,"",""
1181,Phyllangia americanaamericana,Robust,Caryophylliidae,Caryophylliidae,"",""
1182,Phyllangia americanamouchezii,Robust,Caryophylliidae,Caryophylliidae,"",""
1183,Phyllangia consagensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1184,Phyllangia dispersa,Robust,Caryophylliidae,Caryophylliidae,"",""
1185,Phyllangia echinosepes,Robust,Caryophylliidae,Caryophylliidae,"",""
1186,Phyllangia granulata,Robust,Caryophylliidae,Caryophylliidae,"",""
1187,Phyllangia hayamaensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1188,Phyllangia papuensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1190,Physogyra lichtensteini,Robust,Plesiastreidae,Euphyllidae,Physogyra exerta,""
1168,Physophyllia ayleni,Robust,Merulinidae,Pectiniidae,Pectinia ayleni,""
1191,Placotrochides frustum,Complex,Flabellidae,Flabellidae,"",""
1192,Placotrochides scaphula,Complex,Flabellidae,Flabellidae,"",""
1193,Placotrochus laevis,Complex,Flabellidae,Flabellidae,"",""
1194,Placotrochus pedicellatus,Complex,Flabellidae,Flabellidae,"",""
1195,Platygyra acuta,Robust,Merulinidae,Faviidae,"",""
1196,Platygyra carnosus,Robust,Merulinidae,Faviidae,"",""
1197,Platygyra contorta,Robust,Merulinidae,Faviidae,"",""
1198,Platygyra crosslandi,Robust,Merulinidae,Faviidae,"",""
1199,Platygyra daedalea,Robust,Merulinidae,Faviidae,Platygyra rustica,""
1200,Platygyra lamellina,Robust,Merulinidae,Faviidae,"",""
1201,Platygyra pini,Robust,Merulinidae,Faviidae,"",""
1202,Platygyra ryukyuensis,Robust,Merulinidae,Faviidae,"",""
1203,Platygyra sinensis,Robust,Merulinidae,Faviidae,"",""
1204,Platygyra verweyi,Robust,Merulinidae,Faviidae,"",""
1205,Platygyra yaeyamaensis,Robust,Merulinidae,Faviidae,"",""
1206,Platytrochus compressus,Complex,Turbinoliidae,Turbinoliidae,"",""
1207,Platytrochus hastatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1208,Platytrochus laevigatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1209,Platytrochus parisepta,Complex,Turbinoliidae,Turbinoliidae,"",""
1210,Pleotrochus venustus,Complex,Turbinoliidae,Turbinoliidae,"",""
1211,Pleotrochus zibrowii,Complex,Turbinoliidae,Turbinoliidae,"",""
1212,Plerogyra cauliformis,Robust,Plesiastreidae,Euphyllidae,"",""
1213,Plerogyra diabolotus,Robust,Plesiastreidae,Euphyllidae,"",""
1214,Plerogyra discus,Robust,Plesiastreidae,Euphyllidae,"",""
1215,Plerogyra eurysepta,Robust,Plesiastreidae,Euphyllidae,"",""
1216,Plerogyra multilobata,Robust,Plesiastreidae,Euphyllidae,"",""
1217,Plerogyra simplex,Robust,Plesiastreidae,Euphyllidae,"",""
1218,Plerogyra sinuosa,Robust,Plesiastreidae,Euphyllidae,"",""
1219,Plerogyra turbida,Robust,Plesiastreidae,Euphyllidae,"",""
1221,Plesiastrea versipora,Robust,Plesiastreidae,Faviidae,"",""
741,Pleuractis granulosa,Robust,Fungiidae,Fungiidae,Fungia granulosa,""
742,Pleuractis gravis,Robust,Fungiidae,Fungiidae,Fungia gravis,""
746,Pleuractis moluccensis,Robust,Fungiidae,Fungiidae,Fungia moluccensis,""
747,Pleuractis paumotensis,Robust,Fungiidae,Fungiidae,Fungia paumotensis,""
753,Pleuractis seychellensis,Robust,Fungiidae,Fungiidae,Fungia seychellensis,""
757,Pleuractis taiwanensis,Robust,Fungiidae,Fungiidae,Fungia taiwanensis,""
1559,Pocillopora acuta,Robust,Pocilloporidae,Pocilloporidae,Pocillopora damicornis,""
1560,Pocillopora aliciae,Robust,Pocilloporidae,Pocilloporidae,Pocillopora damicornis,""
1222,Pocillopora ankeli,Robust,Pocilloporidae,Pocilloporidae,"",""
1561,Pocillopora bairdi,Robust,Pocilloporidae,Pocilloporidae,Pocillopora damicornis,""
1236,Pocillopora brevicornis,Robust,Pocilloporidae,Pocilloporidae,"Pocillopora setchelli, Pocillopora damicornis",""
1223,Pocillopora capitata,Robust,Pocilloporidae,Pocilloporidae,"",""
1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,"",""
1225,Pocillopora danae,Robust,Pocilloporidae,Pocilloporidae,"",""
1226,Pocillopora effusa,Robust,Pocilloporidae,Pocilloporidae,Pocillopora effusus,""
1227,Pocillopora elegans,Robust,Pocilloporidae,Pocilloporidae,"",""
1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,"",""
1229,Pocillopora fungiformis,Robust,Pocilloporidae,Pocilloporidae,"",""
1230,Pocillopora indiania,Robust,Pocilloporidae,Pocilloporidae,"",""
1231,Pocillopora inflata,Robust,Pocilloporidae,Pocilloporidae,"",""
1232,Pocillopora kelleheri,Robust,Pocilloporidae,Pocilloporidae,"",""
1233,Pocillopora ligulata,Robust,Pocilloporidae,Pocilloporidae,"",""
1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,"",""
1235,Pocillopora molokensis,Robust,Pocilloporidae,Pocilloporidae,"",""
1575,Pocillopora solida,Robust,Pocilloporidae,Pocilloporidae,"",Not in WoRMS
1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,"",""
1238,Pocillopora woodjonesi,Robust,Pocilloporidae,Pocilloporidae,"",""
1239,Pocillopora zelli,Robust,Pocilloporidae,Pocilloporidae,"",""
1240,Podabacia crustacea,Robust,Fungiidae,Fungiidae,"",""
1580,Podabacia kunzmanni,Robust,Fungiidae,Fungiidae,"",""
1241,Podabacia lankaensis,Robust,Fungiidae,Fungiidae,"",""
1242,Podabacia motuporensis,Robust,Fungiidae,Fungiidae,"",""
1243,Podabacia sinai,Robust,Fungiidae,Fungiidae,"",""
1244,Polycyathus andamanensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1245,Polycyathus atlanticus,Robust,Caryophylliidae,Caryophylliidae,"",""
1568,Polycyathus chaishanensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1246,Polycyathus difficilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1247,Polycyathus fulvus,Robust,Caryophylliidae,Caryophylliidae,"",""
1248,Polycyathus furanaensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1249,Polycyathus fuscomarginatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1250,Polycyathus hodgsoni,Robust,Caryophylliidae,Caryophylliidae,"",""
1251,Polycyathus hondaensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1252,Polycyathus isabela,Robust,Caryophylliidae,Caryophylliidae,"",""
1253,Polycyathus marigondoni,Robust,Caryophylliidae,Caryophylliidae,"",""
1254,Polycyathus muellerae,Robust,Caryophylliidae,Caryophylliidae,"",""
1255,Polycyathus norfolkensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1256,Polycyathus octuplus,Robust,Caryophylliidae,Caryophylliidae,"",""
1257,Polycyathus palifera,Robust,Caryophylliidae,Caryophylliidae,"",""
1258,Polycyathus persicus,Robust,Caryophylliidae,Caryophylliidae,"",""
1259,Polycyathus senegalensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1260,Polycyathus verrilli,Robust,Caryophylliidae,Caryophylliidae,"",""
1261,Polymyces fragilis,Complex,Flabellidae,Flabellidae,"",""
1262,Polymyces montereyensis,Complex,Flabellidae,Flabellidae,"",""
1263,Polymyces wellsi,Complex,Flabellidae,Flabellidae,"",""
1264,Polyphyllia novaehiberniae,Robust,Fungiidae,Fungiidae,"",""
1265,Polyphyllia talpina,Robust,Fungiidae,Fungiidae,"",""
1266,Porites annae,Complex,Poritidae,Poritidae,"",""
1267,Porites aranetai,Complex,Poritidae,Poritidae,"",""
1268,Porites arnaudi,Complex,Poritidae,Poritidae,"",""
1269,Porites astreoides,Complex,Poritidae,Poritidae,"",""
1270,Porites attenuata,Complex,Poritidae,Poritidae,"",""
1271,Porites australiensis,Complex,Poritidae,Poritidae,"",""
1272,Porites baueri,Complex,Poritidae,Poritidae,"",""
1273,Porites bernardi,Complex,Poritidae,Poritidae,"",""
1274,Porites branneri,Complex,Poritidae,Poritidae,"",""
1275,Porites brighami,Complex,Poritidae,Poritidae,"",""
1276,Porites cocosensis,Complex,Poritidae,Poritidae,"",""
1277,Porites colonensis,Complex,Poritidae,Poritidae,"",""
1278,Porites columnaris,Complex,Poritidae,Poritidae,"",""
1279,Porites compressa,Complex,Poritidae,Poritidae,"",""
1280,Porites cumulatus,Complex,Poritidae,Poritidae,"",""
1281,Porites cylindrica,Complex,Poritidae,Poritidae,Porites andrewsi,""
1282,Porites decasepta,Complex,Poritidae,Poritidae,"",""
1283,Porites deformis,Complex,Poritidae,Poritidae,"",""
1284,Porites densa,Complex,Poritidae,Poritidae,"",""
1285,Porites desilveri,Complex,Poritidae,Poritidae,"",""
1286,Porites divaricata,Complex,Poritidae,Poritidae,"",""
1287,Porites duerdeni,Complex,Poritidae,Poritidae,"",""
1288,Porites echinulata,Complex,Poritidae,Poritidae,"",""
1289,Porites ericacea,Complex,Poritidae,Poritidae,"",Nomen nudum
1290,Porites eridani,Complex,Poritidae,Poritidae,"",""
1291,Porites evermanni,Complex,Poritidae,Poritidae,"",""
1292,Porites excavata,Complex,Poritidae,Poritidae,"",Nomen dubium
1293,Porites flavus,Complex,Poritidae,Poritidae,"",""
1570,Porites fontanesii,Complex,Poritidae,"","",""
1294,Porites furcata,Complex,Poritidae,Poritidae,"",""
1295,Porites gabonensis,Complex,Poritidae,Poritidae,"",""
1296,Porites harrisoni,Complex,Poritidae,Poritidae,"",""
1297,Porites hawaiiensis,Complex,Poritidae,Poritidae,"",""
1298,Porites heronensis,Complex,Poritidae,Poritidae,"",""
1299,Porites horizontalata,Complex,Poritidae,Poritidae,"",""
1300,Porites iwayamaensis,Complex,Poritidae,Poritidae,"",""
1301,Porites latistella,Complex,Poritidae,Poritidae,"",""
1302,Porites lichen,Complex,Poritidae,Poritidae,"",""
1303,Porites lobata,Complex,Poritidae,Poritidae,"",""
1304,Porites lutea,Complex,Poritidae,Poritidae,"",""
1305,Porites mayeri,Complex,Poritidae,Poritidae,"",""
1306,Porites monticulosa,Complex,Poritidae,Poritidae,"",""
1307,Porites murrayensis,Complex,Poritidae,Poritidae,"",""
1308,Porites myrmidonensis,Complex,Poritidae,Poritidae,"",""
1309,Porites napopora,Complex,Poritidae,Poritidae,"",""
1310,Porites negrosensis,Complex,Poritidae,Poritidae,"",""
1311,Porites nigrescens,Complex,Poritidae,Poritidae,"",""
1312,Porites nodifera,Complex,Poritidae,Poritidae,"",""
1313,Porites okinawensis,Complex,Poritidae,Poritidae,"",""
1314,Porites ornata,Complex,Poritidae,Poritidae,"",""
1315,Porites panamensis,Complex,Poritidae,Poritidae,"",""
1316,Porites porites,Complex,Poritidae,Poritidae,"",""
1317,Porites profundus,Complex,Poritidae,Poritidae,"",""
1318,Porites pukoensis,Complex,Poritidae,Poritidae,"",""
1583,Porites randalli,Complex,Poritidae,Poritidae,"",""
1319,Porites rugosa,Complex,Poritidae,Poritidae,"",""
1320,Porites rus,Complex,Poritidae,Poritidae,"",""
1321,Porites sillimaniani,Complex,Poritidae,Poritidae,"",""
1322,Porites solida,Complex,Poritidae,Poritidae,"",""
1323,Porites somaliensis,Complex,Poritidae,Poritidae,"",""
1324,Porites stephensoni,Complex,Poritidae,Poritidae,"",""
1325,Porites studeri,Complex,Poritidae,Poritidae,"",""
1326,Porites sverdrupi,Complex,Poritidae,Poritidae,"",""
1327,Porites tuberculosa,Complex,Poritidae,Poritidae,"",""
1328,Porites vaughani,Complex,Poritidae,Poritidae,"",""
1330,Pourtalocyathus hispidus,basal,Schizocyathidae,Guyniidae,"",""
1497,Pourtalopsammia togata,Complex,Dendrophylliidae,Dendrophylliidae,Trochopsammia togata,""
1331,Pourtalosmilia anthophyllites,Robust,Caryophylliidae,Caryophylliidae,"",""
1332,Pourtalosmilia conferta,Robust,Caryophylliidae,Caryophylliidae,"",""
1333,Premocyathus cornuformis,Robust,Caryophylliidae,Caryophylliidae,"",""
1334,Premocyathus dentiformis,Robust,Caryophylliidae,Caryophylliidae,"",""
1335,Psammocora albopicta,Robust,Psammocoridae,Siderastreidae,"",""
1337,Psammocora contigua,Robust,Psammocoridae,Siderastreidae,"Psammocora decussata, Psammocora obtusangula",""
1338,Psammocora digitata,Robust,Psammocoridae,Siderastreidae,"",""
1340,Psammocora haimiana,Robust,Psammocoridae,Siderastreidae,Psammocora haimeana,""
1341,Psammocora interstinctus,Robust,Psammocoridae,Siderastreidae,"",Nomen nudum
1344,Psammocora profundacella,Robust,Psammocoridae,Siderastreidae,"",""
1346,Psammocora stellata,Robust,Psammocoridae,Siderastreidae,"",""
1347,Psammocora superficialis,Robust,Psammocoridae,Siderastreidae,"",""
1348,Psammocora verrilli,Robust,Psammocoridae,Siderastreidae,"Psammocora vaughani, Psammocora nierstraszi",""
1350,Pseudocyathoceras avis,Complex,Turbinoliidae,Turbinoliidae,"",""
588,Pseudodiploria clivosa,Robust,Mussidae,Mussidae,Diploria clivosa,""
590,Pseudodiploria strigosa,Robust,Mussidae,Mussidae,Diploria strigosa,""
1567,Pseudosiderastrea formosa,Robust,Siderastreidae,Siderastreidae,"",""
1351,Pseudosiderastrea tayamai,Robust,Siderastreidae,Siderastreidae,"",""
1352,Rhizopsammia annae,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1353,Rhizopsammia bermudensis,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1354,Rhizopsammia compacta,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1355,Rhizopsammia goesi,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1356,Rhizopsammia minuta,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1357,Rhizopsammia nuda,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1358,Rhizopsammia pulchra,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1359,Rhizopsammia verrilli,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1360,Rhizopsammia wellingtoni,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1361,Rhizopsammia wettsteini,Complex,Dendrophylliidae,Dendrophylliidae,"",""
1362,Rhizosmilia elata,Robust,Caryophylliidae,Caryophylliidae,"",""
1363,Rhizosmilia gerdae,Robust,Caryophylliidae,Caryophylliidae,"",""
1364,Rhizosmilia maculata,Robust,Caryophylliidae,Caryophylliidae,"",""
1365,Rhizosmilia multipaliferus,Robust,Caryophylliidae,Caryophylliidae,"",""
1366,Rhizosmilia robusta,Robust,Caryophylliidae,Caryophylliidae,"",""
1367,Rhizosmilia sagamiensis,Robust,Caryophylliidae,Caryophylliidae,"",""
1368,Rhizotrochus flabelliformis,Complex,Flabellidae,Flabellidae,"",""
1369,Rhizotrochus levidensis,Complex,Flabellidae,Flabellidae,"",""
1370,Rhizotrochus tuberculatus,Complex,Flabellidae,Flabellidae,"",""
1371,Rhizotrochus typus,Complex,Flabellidae,Flabellidae,"",""
1372,Rhombopsammia niphada,basal,Micrabaciidae,Micrabaciidae,"",""
1373,Rhombopsammia squiresi,basal,Micrabaciidae,Micrabaciidae,"",""
835,Sandalolitha dentata,Robust,Fungiidae,Fungiidae,Halomitra meierae,""
1376,Sandalolitha robusta,Robust,Fungiidae,Fungiidae,"",""
1377,Scapophyllia cylindrica,Robust,Merulinidae,Merulinidae,"",""
1378,Schizoculina africana,Robust,Oculinidae,Oculinidae,"",""
1379,Schizoculina fissipara,Robust,Oculinidae,Oculinidae,"",""
1380,Schizocyathus fissilis,basal,Schizocyathidae,Guyniidae,"",""
1571,Sclerophyllia margariticola,Robust,Lobophyllidae,Mussidae,Cynarina lacrymalis,""
10,Sclerophyllia maxima,Robust,Lobophyllidae,Mussidae,Acanthastrea maxima,""
1382,Scolymia cubensis,Robust,Mussidae,Mussidae,"",""
1383,Scolymia lacera,Robust,Mussidae,Mussidae,"",""
1385,Scolymia wellsi,Robust,Mussidae,Mussidae,"",""
1386,Seriatopora aculeata,Robust,Pocilloporidae,Pocilloporidae,"",""
1387,Seriatopora caliendrum,Robust,Pocilloporidae,Pocilloporidae,"",""
1388,Seriatopora dentritica,Robust,Pocilloporidae,Pocilloporidae,"",""
1389,Seriatopora guttata,Robust,Pocilloporidae,Pocilloporidae,Seriatopora guttatus,""
1390,Seriatopora hystrix,Robust,Pocilloporidae,Pocilloporidae,"",""
1391,Seriatopora stellata,Robust,Pocilloporidae,Pocilloporidae,"",""
1392,Siderastrea glynni,Complex,Siderastreidae,Siderastreidae,"",""
1393,Siderastrea radians,Complex,Siderastreidae,Siderastreidae,"",""
1394,Siderastrea savignyana,Complex,Siderastreidae,Siderastreidae,"",""
1395,Siderastrea siderea,Complex,Siderastreidae,Siderastreidae,"",""
1396,Siderastrea stellata,Complex,Siderastreidae,Siderastreidae,"",""
1397,Simplastrea vesicularis,Complex,Euphylliidae,Oculinidae,"",""
1398,Solenastrea bournoni,Robust,Oculinidae,Faviidae,"",""
1399,Solenastrea hyades,Robust,Oculinidae,Faviidae,"",""
1400,Solenosmilia variabilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1401,Sphenotrochus andrewianus,Complex,Turbinoliidae,Turbinoliidae,"",""
1402,Sphenotrochus aurantiacus,Complex,Turbinoliidae,Turbinoliidae,"",""
1403,Sphenotrochus auritus,Complex,Turbinoliidae,Turbinoliidae,"",""
1404,Sphenotrochus evexicostatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1405,Sphenotrochus excavatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1406,Sphenotrochus gardineri,Complex,Turbinoliidae,Turbinoliidae,"",""
1407,Sphenotrochus gilchristi,Complex,Turbinoliidae,Turbinoliidae,"",""
1408,Sphenotrochus hancocki,Complex,Turbinoliidae,Turbinoliidae,"",""
1409,Sphenotrochus imbricaticostatus,Complex,Turbinoliidae,Turbinoliidae,"",""
1410,Sphenotrochus ralphae,Complex,Turbinoliidae,Turbinoliidae,"",""
1411,Sphenotrochus squiresi,Complex,Turbinoliidae,Turbinoliidae,"",""
1412,Stenocyathus vermiformis,Robust,Stenocyathidae,Guyniidae,"",""
1414,Stephanocoenia intersepta,Complex,Astrocoeniidae,Astrocoeniidae,Stephanocoenia michelinii,""
1415,Stephanocyathus campaniformis,Robust,Caryophylliidae,Caryophylliidae,"",""
1416,Stephanocyathus coronatus,Robust,Caryophylliidae,Caryophylliidae,"",""
1417,Stephanocyathus crassus,Robust,Caryophylliidae,Caryophylliidae,"",""
1418,Stephanocyathus diadema,Robust,Caryophylliidae,Caryophylliidae,"",""
1419,Stephanocyathus explanans,Robust,Caryophylliidae,Caryophylliidae,"",""
1420,Stephanocyathus laevifundus,Robust,Caryophylliidae,Caryophylliidae,"",""
1421,Stephanocyathus moseleyanus,Robust,Caryophylliidae,Caryophylliidae,"",""
1422,Stephanocyathus nobilis,Robust,Caryophylliidae,Caryophylliidae,"",""
1423,Stephanocyathus paliferus,Robust,Caryophylliidae,Caryophylliidae,"",""
1424,Stephanocyathus platypus,Robust,Caryophylliidae,Caryophylliidae,"",""
1425,Stephanocyathus regius,Robust,Caryophylliidae,Caryophylliidae,"",""
1426,Stephanocyathus spiniger,Robust,Caryophylliidae,Caryophylliidae,"",""
1427,Stephanocyathus weberianus,Robust,Caryophylliidae,Caryophylliidae,"",""
