observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
131464,1,113,4,Acanthastrea echinata,1,Global estimate,,,747,,172130,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131467,1,113,4,Acanthastrea echinata,1,Global estimate,,,201,,172133,116,Genus fossil age,76,mya,22,Derived from textual description,33.9,raw_value,,,,,
131473,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,10,,172139,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131475,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,201,,172141,116,Genus fossil age,76,mya,22,Derived from textual description,33.9,raw_value,,,,,
120808,1,49,6,Acanthastrea hemprichi,1,Global estimate,,,745,,145270,164,Species age phylogeny,76,mya,70,MCMC phylogenetic tip length,2.811674429,model_derived,4.525333159,standard_deviation,,1000,
131476,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,201,281,172142,116,Genus fossil age,76,mya,22,Derived from textual description,23.03,raw_value,,,,,Iran 2010 - pbdb seems solid (Oligocene of Iran).
131474,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,10,,172140,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131470,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,748,,172136,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131469,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,748,,172135,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131471,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,747,,172137,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131472,1,113,6,Acanthastrea hemprichi,1,Global estimate,,,747,,172138,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131478,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,748,,172144,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
120243,1,49,8,Acanthastrea ishigakiensis,1,Global estimate,,,745,,144267,164,Species age phylogeny,76,mya,70,MCMC phylogenetic tip length,2.47535686211955,model_derived,3.94416962687089,standard_deviation,,1000,
131483,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,201,,172149,116,Genus fossil age,76,mya,22,Derived from textual description,33.9,raw_value,,,,,
131482,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,,172148,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131481,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,10,,172147,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131477,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,748,,172143,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131484,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,201,281,172150,116,Genus fossil age,76,mya,22,Derived from textual description,23.03,raw_value,,,,,Iran 2010 - pbdb seems solid (Oligocene of Iran).
131480,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,747,,172146,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131479,1,113,8,Acanthastrea ishigakiensis,1,Global estimate,,,747,,172145,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
120246,1,49,12,Acanthastrea regularis,1,Global estimate,,,745,,144270,164,Species age phylogeny,76,mya,70,MCMC phylogenetic tip length,2.56281175185912,model_derived,4.50310685182063,standard_deviation,,1000,
131485,1,113,12,Acanthastrea regularis,1,Global estimate,,,748,,172151,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131486,1,113,12,Acanthastrea regularis,1,Global estimate,,,748,,172152,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131487,1,113,12,Acanthastrea regularis,1,Global estimate,,,747,,172153,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131492,1,113,12,Acanthastrea regularis,1,Global estimate,,,201,281,172158,116,Genus fossil age,76,mya,22,Derived from textual description,23.03,raw_value,,,,,Iran 2010 - pbdb seems solid (Oligocene of Iran).
131491,1,113,12,Acanthastrea regularis,1,Global estimate,,,201,,172157,116,Genus fossil age,76,mya,22,Derived from textual description,33.9,raw_value,,,,,
131490,1,113,12,Acanthastrea regularis,1,Global estimate,,,10,,172156,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131489,1,113,12,Acanthastrea regularis,1,Global estimate,,,10,,172155,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131488,1,113,12,Acanthastrea regularis,1,Global estimate,,,747,,172154,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131496,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,747,,172162,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131495,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,747,,172161,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131493,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,748,,172159,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
131494,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,748,,172160,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
120247,1,49,13,Acanthastrea rotundoflora,1,Global estimate,,,745,,144271,164,Species age phylogeny,76,mya,70,MCMC phylogenetic tip length,2.47727808303031,model_derived,0.00156228619457113,standard_deviation,,1000,
131500,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,201,281,172166,116,Genus fossil age,76,mya,22,Derived from textual description,23.03,raw_value,,,,,Iran 2010 - pbdb seems solid (Oligocene of Iran).
131499,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,201,,172165,116,Genus fossil age,76,mya,22,Derived from textual description,33.9,raw_value,,,,,
131498,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,10,,172164,116,Genus fossil age,76,mya,22,Derived from textual description,23.8,raw_value,,,,,
131497,1,113,13,Acanthastrea rotundoflora,1,Global estimate,,,10,,172163,208,Genus fossil stage,10,cat,22,Derived from textual description,Miocene,raw_value,,,,,
