"n","area_f","area_e","area_fe","area_fer","area_cli","area_rand","area_rand_lo","area_rand_hi","spread_f","spread_e","spread_fe","spread_fer","spread_cli","spread_rand","spread_rand_lo","spread_rand_hi","celln5_f","celln5_e","celln5_fe","celln5_fer","celln5_cli","celln5_rand","celln5_rand_lo","celln5_rand_hi","cellm5_f","cellm5_e","cellm5_fe","cellm5_fer","cellm5_cli","cellm5_rand","cellm5_rand_lo","cellm5_rand_hi","celln10_f","celln10_e","celln10_fe","celln10_fer","celln10_cli","celln10_rand","celln10_rand_lo","celln10_rand_hi","cellm10_f","cellm10_e","cellm10_fe","cellm10_fer","cellm10_cli","cellm10_rand","cellm10_rand_lo","cellm10_rand_hi"
341,23.434006682543,23.434006682543,23.434006682543,23.3567567761853,NA,23.434006682543,22.6995383217715,23.434006682543,0.110284165270178,0.108562603783606,0.109845574105334,0.110668223098061,NA,0.105448921564741,0.102722055159879,0.107679638207651,21,21,21,21,NA,21,20,21,16.2380952380952,16.2380952380952,16.2380952380952,16.2380952380952,NA,16.2380952380952,16.2380952380952,17.05,53,53,53,53,NA,53,51,53,6.43396226415094,6.43396226415094,6.43396226415094,6.43396226415094,NA,6.43396226415094,6.43396226415094,6.68627450980392
340,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.4262472769809,22.6484624194092,23.434006682543,0.110559281198146,0.10744012433441,0.110139351931571,0.110969603078894,NA,0.105402905319297,0.102532674846324,0.107824023255365,21,20,21,21,NA,21,20,21,16.1904761904762,17,16.1904761904762,16.1904761904762,NA,16.1904761904762,16.1904761904762,17,53,52,53,53,NA,53,51,53,6.41509433962264,6.53846153846154,6.41509433962264,6.41509433962264,NA,6.41509433962264,6.41509433962264,6.66666666666667
339,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.4262472769809,22.6300478209759,23.434006682543,0.110916110330639,0.107712917897471,0.11063200334293,0.111318278665162,NA,0.105725288943692,0.102787791369431,0.108049065598129,21,20,21,21,NA,21,20,21,16.1428571428571,16.95,16.1428571428571,16.1428571428571,NA,16.1428571428571,16.1428571428571,16.95,53,52,53,53,NA,53,51,53,6.39622641509434,6.51923076923077,6.39622641509434,6.39622641509434,NA,6.39622641509434,6.39622641509434,6.64705882352941
338,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.4262472769809,22.5904720636643,23.434006682543,0.111302088524607,0.107483109307232,0.110837294279232,0.111690256734507,NA,0.105834901221268,0.103081222268092,0.108136759259221,21,20,21,21,NA,21,20,21,16.0952380952381,16.9,16.0952380952381,16.0952380952381,NA,16.0952380952381,16.0952380952381,16.9,53,52,53,53,NA,52,51,53,6.37735849056604,6.5,6.37735849056604,6.37735849056604,NA,6.5,6.37735849056604,6.62745098039216
337,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.4262472769809,22.6130136338096,23.434006682543,0.111570036202384,0.107668526299499,0.111236612964271,0.111977280919308,NA,0.105911757607038,0.103039824865233,0.10832721994543,21,20,21,21,NA,21,20,21,16.047619047619,16.85,16.047619047619,16.047619047619,NA,16.047619047619,16.047619047619,16.85,53,52,53,53,NA,52,51,53,6.35849056603774,6.48076923076923,6.35849056603774,6.35849056603774,NA,6.48076923076923,6.35849056603774,6.6078431372549
336,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3721110136735,22.506143254223,23.434006682543,0.112023813742971,0.107964566468204,0.11141789308089,0.112138902129186,NA,0.106109574318803,0.10300972174819,0.108644404804349,21,20,21,21,NA,21,20,21,16,16.8,16,16,NA,16,16,16.8,53,52,53,53,NA,52,51,53,6.33962264150943,6.46153846153846,6.33962264150943,6.33962264150943,NA,6.46153846153846,6.33962264150943,6.58823529411765
335,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3721110136735,22.5214149329969,23.434006682543,0.112449206341933,0.108136620416526,0.111732435486567,0.112443910454393,NA,0.106375045077961,0.103166094853367,0.10881583478651,21,20,21,21,NA,21,20,21,15.952380952381,16.75,15.952380952381,15.952380952381,NA,15.952380952381,15.952380952381,16.75,53,52,53,53,NA,52,51,53,6.32075471698113,6.44230769230769,6.32075471698113,6.32075471698113,NA,6.44230769230769,6.32075471698113,6.56862745098039
334,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3567567761853,22.4952820866566,23.434006682543,0.112725569998065,0.108336898720549,0.111932240434391,0.112950836762696,NA,0.106389682564449,0.103459044250044,0.109217996529139,21,20,21,21,NA,21,20,21,15.9047619047619,16.7,15.9047619047619,15.9047619047619,NA,15.9047619047619,15.9047619047619,16.7,53,52,53,53,NA,52,51,53,6.30188679245283,6.42307692307692,6.30188679245283,6.30188679245283,NA,6.42307692307692,6.30188679245283,6.54901960784314
333,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3567567761853,22.4604024084226,23.434006682543,0.113173882140342,0.108608119088957,0.112162213040662,0.113178731510623,NA,0.106528363137873,0.103463679999525,0.109101732519922,21,20,21,21,NA,21,20,21,15.8571428571429,16.65,15.8571428571429,15.8571428571429,NA,15.8571428571429,15.8571428571429,16.65,53,52,53,53,NA,52,51,53,6.28301886792453,6.40384615384615,6.28301886792453,6.28301886792453,NA,6.40384615384615,6.28301886792453,6.52941176470588
332,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3567567761853,22.493278726794,23.434006682543,0.11350535552483,0.109069716816792,0.112385842980166,0.113358554738731,NA,0.106712554640582,0.103573785961614,0.109427788522948,21,20,21,21,NA,21,20,21,15.8095238095238,16.6,15.8095238095238,15.8095238095238,NA,15.8095238095238,15.8095238095238,16.6,53,52,53,53,NA,52,51,53,6.26415094339623,6.38461538461539,6.26415094339623,6.26415094339623,NA,6.38461538461539,6.26415094339623,6.50980392156863
331,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.339722589019,22.4562356591698,23.434006682543,0.11402682253262,0.108932104276946,0.112819177902898,0.113715175674055,NA,0.106911003176697,0.103508993118195,0.109596624410051,21,20,21,21,NA,21,20,21,15.7619047619048,16.55,15.7619047619048,15.7619047619048,NA,15.7619047619048,15.7619047619048,16.55,53,52,53,53,NA,52,50,53,6.24528301886792,6.36538461538461,6.24528301886792,6.24528301886792,NA,6.36538461538461,6.24528301886792,6.62
330,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3171810188737,22.4436179573673,23.434006682543,0.114390832726866,0.109155076221585,0.113020787861558,0.113803762104692,NA,0.106971187387909,0.103589260452808,0.109762507342033,21,20,21,21,NA,21,20,21,15.7142857142857,16.5,15.7142857142857,15.7142857142857,NA,15.7142857142857,15.7142857142857,16.5,53,52,53,53,NA,52,50,53,6.22641509433962,6.34615384615385,6.22641509433962,6.22641509433962,NA,6.34615384615385,6.22641509433962,6.6
329,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3171810188737,22.493278726794,23.434006682543,0.114770903525555,0.109371605106376,0.113421716260281,0.114024309506613,NA,0.107071162567005,0.103648177776396,0.110141920455221,21,20,21,21,NA,21,20,21,15.6666666666667,16.45,15.6666666666667,15.6666666666667,NA,15.6666666666667,15.6666666666667,16.45,53,52,53,53,NA,52,50,53,6.20754716981132,6.32692307692308,6.20754716981132,6.20754716981132,NA,6.32692307692308,6.20754716981132,6.58
328,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3171810188737,22.4753021667126,23.434006682543,0.115309499964391,0.109722860916182,0.113509948158746,0.114353511099075,NA,0.107268814667465,0.104045564166287,0.110177424526919,21,20,21,21,NA,21,20,21,15.6190476190476,16.4,15.6190476190476,15.6190476190476,NA,15.6190476190476,15.6190476190476,16.4,53,52,53,53,NA,52,50,53,6.18867924528302,6.30769230769231,6.18867924528302,6.18867924528302,NA,6.30769230769231,6.18867924528302,6.56
327,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.3171810188737,22.3977480911483,23.434006682543,0.115988558010873,0.10989459646888,0.114046335548872,0.114758326452976,NA,0.107355857624259,0.104054530051321,0.110537341499414,21,20,21,21,NA,21,20,21,15.5714285714286,16.35,15.5714285714286,15.5714285714286,NA,15.5714285714286,15.5714285714286,16.35,53,52,53,53,NA,52,50,53,6.16981132075472,6.28846153846154,6.16981132075472,6.16981132075472,NA,6.28846153846154,6.16981132075472,6.54
326,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.28203680661,22.3836497143415,23.434006682543,0.116379858959064,0.110201140896132,0.114832170543857,0.115844772031782,NA,0.107470145243835,0.104103109132601,0.110655615722048,21,20,21,21,NA,21,20,21,15.5238095238095,16.3,15.5238095238095,15.5238095238095,NA,15.5238095238095,15.5238095238095,16.3,53,52,53,53,NA,52,50,53,6.15094339622642,6.26923076923077,6.15094339622642,6.15094339622642,NA,6.26923076923077,6.15094339622642,6.52
325,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.2552853500041,22.4582679795462,23.434006682543,0.116768164371531,0.110604247293608,0.115203470454793,0.116205571564822,NA,0.107734156879899,0.104357438329891,0.110839364467368,21,20,21,21,NA,21,20,21,15.4761904761905,16.25,15.4761904761905,15.4761904761905,NA,15.4761904761905,15.4761904761905,16.25,53,52,53,53,NA,52,50,53,6.13207547169811,6.25,6.13207547169811,6.13207547169811,NA,6.25,6.13207547169811,6.5
324,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.2862366441361,22.4616273229249,23.434006682543,0.117199165802705,0.110574311688379,0.11568403259917,0.116623853482492,NA,0.107887288468513,0.104335932139279,0.111099589231487,21,20,21,21,NA,21,20,21,15.4285714285714,16.2,15.4285714285714,15.4285714285714,NA,15.4285714285714,15.4285714285714,16.2,53,52,53,53,NA,52,50,53,6.11320754716981,6.23076923076923,6.11320754716981,6.11320754716981,NA,6.23076923076923,6.11320754716981,6.48
323,23.434006682543,22.7072977273337,23.434006682543,23.3567567761853,NA,23.2271843332202,22.3399617547255,23.434006682543,0.117594810584487,0.111040484074603,0.11639844235332,0.11682910846609,NA,0.108086754978552,0.10439180670975,0.111606571936409,21,20,21,21,NA,21,20,21,15.3809523809524,16.15,15.3809523809524,15.3809523809524,NA,15.3809523809524,15.3809523809524,16.15,53,52,53,53,NA,52,50,53,6.09433962264151,6.21153846153846,6.09433962264151,6.09433962264151,NA,6.21153846153846,6.09433962264151,6.46
322,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2475259444419,22.2599596358762,23.434006682543,0.118170661531874,0.111459035585949,0.116732568353469,0.117052187737994,NA,0.108147228552599,0.104585232543963,0.111162080291022,21,20,21,21,NA,21,20,21,15.3333333333333,16.1,15.3333333333333,15.3333333333333,NA,15.3333333333333,15.3333333333333,16.1,53,52,53,53,NA,52,50,53,6.07547169811321,6.19230769230769,6.07547169811321,6.07547169811321,NA,6.19230769230769,6.07547169811321,6.44
321,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2271843332202,22.3418273806647,23.434006682543,0.118627664934139,0.11133423865817,0.1178420870469,0.117306707442641,NA,0.108260893346769,0.104517408188582,0.111560247553076,21,20,21,21,NA,21,20,21,15.2857142857143,16.05,15.2857142857143,15.2857142857143,NA,15.2857142857143,15.2857142857143,16.05,53,52,53,53,NA,52,50,53,6.05660377358491,6.17307692307692,6.05660377358491,6.05660377358491,NA,6.17307692307692,6.05660377358491,6.42
320,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2271843332202,22.3453851937423,23.434006682543,0.118967247908356,0.11142779527291,0.118270711599422,0.117864581091456,NA,0.10841771037431,0.104398083438504,0.111903248016184,21,20,21,21,NA,21,20,21,15.2380952380952,16,15.2380952380952,15.2380952380952,NA,15.2380952380952,15.2380952380952,16,53,52,53,53,NA,52,50,53,6.0377358490566,6.15384615384615,6.0377358490566,6.0377358490566,NA,6.15384615384615,6.0377358490566,6.4
319,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.221991041866,22.3409111331921,23.434006682543,0.119788867358624,0.111602504411736,0.118715201105747,0.118331391742038,NA,0.108732539843685,0.104813208824909,0.112165171531105,21,20,21,21,NA,21,20,21,15.1904761904762,15.95,15.1904761904762,15.1904761904762,NA,15.1904761904762,15.1904761904762,15.95,53,52,53,53,NA,52,50,53,6.0188679245283,6.13461538461539,6.0188679245283,6.0188679245283,NA,6.13461538461539,6.0188679245283,6.38
318,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2199876820034,22.2599596358762,23.434006682543,0.120092810141614,0.111734887441812,0.119021392555815,0.118762888745373,NA,0.108768648282272,0.104711170246297,0.112488501795748,21,20,21,21,NA,21,20,21,15.1428571428571,15.9,15.1428571428571,15.1428571428571,NA,15.1428571428571,15.1428571428571,15.9,53,52,53,53,NA,52,50,53,6,6.11538461538461,6,6,NA,6.11538461538461,6,6.36
317,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2199876820034,22.2799466231722,23.434006682543,0.120475142988623,0.111357792146141,0.119177596630604,0.118758029140823,NA,0.108917389491574,0.104895163353089,0.112799560657895,21,20,21,21,NA,21,20,21,15.0952380952381,15.85,15.0952380952381,15.0952380952381,NA,15.0952380952381,15.0952380952381,15.85,53,52,53,53,NA,52,50,53,5.9811320754717,6.09615384615385,5.9811320754717,5.9811320754717,NA,6.09615384615385,5.9811320754717,6.34
316,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.2199876820034,22.2997884083947,23.434006682543,0.121095592123918,0.11091839475919,0.119469644829631,0.118987365019289,NA,0.109121399017652,0.10498025574744,0.112735122801482,21,20,21,21,NA,21,20,21,15.047619047619,15.8,15.047619047619,15.047619047619,NA,15.047619047619,15.047619047619,15.8,53,52,53,53,NA,52,50,53,5.9622641509434,6.07692307692308,5.9622641509434,5.9622641509434,NA,6.07692307692308,5.9622641509434,6.32
315,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.1730504172244,22.2351654606665,23.434006682543,0.121502921371891,0.111100747060715,0.119679143956776,0.119493669874346,NA,0.109324699497944,0.10504963413667,0.113099768373166,21,20,21,21,NA,21,19,21,15,15.75,15,15,NA,15,15,16.5789473684211,53,52,53,53,NA,52,50,53,5.94339622641509,6.05769230769231,5.94339622641509,5.94339622641509,NA,6.05769230769231,5.94339622641509,6.3
314,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.1730504172244,22.3107578121621,23.434006682543,0.121916423102886,0.111053010344838,0.11974040012504,0.118949456503485,NA,0.109414844196483,0.105406973607728,0.112857138081403,21,20,21,21,NA,21,20,21,14.952380952381,15.7,14.952380952381,14.952380952381,NA,14.952380952381,14.952380952381,15.7,53,52,53,53,NA,52,50,53,5.92452830188679,6.03846153846154,5.92452830188679,5.92452830188679,NA,6.03846153846154,5.92452830188679,6.28
313,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.197989805785,22.1572845401711,23.434006682543,0.122347220557684,0.110714678910764,0.119862905806138,0.11952721428277,NA,0.109698111637905,0.105511277513609,0.113346830573197,21,20,21,21,NA,21,20,21,14.9047619047619,15.65,14.9047619047619,14.9047619047619,NA,14.9047619047619,14.9047619047619,15.65,53,52,53,53,NA,52,50,53,5.90566037735849,6.01923076923077,5.90566037735849,5.90566037735849,NA,6.01923076923077,5.90566037735849,6.26
312,23.434006682543,22.7072977273337,23.3567567761853,23.3567567761853,NA,23.1730504172244,22.2522002303141,23.434006682543,0.122706516691313,0.111115720537957,0.120052674783963,0.120036006758751,NA,0.10993330748529,0.105532166784907,0.113634176690095,21,20,21,21,NA,21,20,21,14.8571428571429,15.6,14.8571428571429,14.8571428571429,NA,14.8571428571429,14.8571428571429,15.6,53,52,53,53,NA,52,50,53,5.88679245283019,6,5.88679245283019,5.88679245283019,NA,6,5.88679245283019,6.24
