"species"
"Lobophyllia hataii"
"Lobophyllia hemprichii"
"Lobophyllia robusta"
"Madracis kirbyi"
"Merulina ampliata"
"Merulina scabricula"
"Merulina triangularis"
"Montipora aequituberculata"
"Montipora angulata"
"Montipora australiensis"
"Montipora caliculata"
"Montipora capitata"
"Montipora capricornis"
"Montipora cebuensis"
"Montipora confusa"
"Montipora corbettensis"
"Montipora crassituberculata"
"Montipora danae"
"Montipora digitata"
"Montipora efflorescens"
"Montipora effusa"
"Montipora floweri"
"Montipora foliosa"
"Montipora foveolata"
"Montipora grisea"
"Montipora hispida"
"Montipora hoffmeisteri"
"Montipora incrassata"
"Montipora informis"
"Montipora millepora"
"Montipora mollis"
"Montipora monasteriata"
"Montipora nodosa"
"Montipora peltiformis"
"Montipora samarensis"
"Montipora spongodes"
"Montipora spumosa"
"Montipora stellata"
"Montipora tuberculosa"
"Montipora turgescens"
"Montipora turtlensis"
"Montipora undata"
"Montipora venosa"
"Montipora verrucosa"
"Moseleya latistellata"
"Mycedium elephantotus"
"Mycedium mancaoi"
"Oulophyllia bennettae"
"Oulophyllia crispa"
"Oxypora glabra"
"Oxypora lacera"
"Pachyseris rugosa"
"Pachyseris speciosa"
"Palauastrea ramosa"
"Pavona bipartita"
"Pavona cactus"
"Pavona clavus"
"Pavona decussata"
"Pavona duerdeni"
"Pavona explanulata"
"Pavona maldivensis"
"Pavona minuta"
"Pavona varians"
"Pavona venosa"
"Pectinia alcicornis"
"Pectinia elongata"
"Pectinia lactuca"
"Pectinia paeonia"
"Physogyra lichtensteini"
"Platygyra contorta"
"Platygyra daedalea"
"Platygyra lamellina"
"Platygyra pini"
"Platygyra ryukyuensis"
"Platygyra sinensis"
"Platygyra verweyi"
"Plerogyra sinuosa"
"Plesiastrea versipora"
"Pleuractis paumotensis"
"Pocillopora damicornis"
"Pocillopora danae"
"Pocillopora eydouxi"
"Pocillopora kelleheri"
"Pocillopora meandrina"
"Pocillopora verrucosa"
"Pocillopora woodjonesi"
"Podabacia crustacea"
"Podabacia motuporensis"
"Porites annae"
"Porites australiensis"
"Porites cylindrica"
"Porites deformis"
"Porites densa"
"Porites heronensis"
"Porites lichen"
"Porites lobata"
"Porites lutea"
"Porites mayeri"
"Porites monticulosa"
"Porites murrayensis"
"Porites myrmidonensis"
"Porites nigrescens"
"Porites rus"
"Porites solida"
"Porites stephensoni"
"Porites vaughani"
"Psammocora contigua"
"Psammocora digitata"
"Psammocora haimiana"
"Psammocora profundacella"
"Psammocora verrilli"
"Sandalolitha robusta"
"Scapophyllia cylindrica"
"Seriatopora caliendrum"
"Seriatopora hystrix"
"Stylocoeniella armata"
"Stylocoeniella guentheri"
"Stylophora pistillata"
"Symphyllia agaricia"
"Symphyllia radians"
"Symphyllia recta"
"Symphyllia valenciennesii"
"Turbinaria bifrons"
"Turbinaria conspicua"
"Turbinaria frondens"
"Turbinaria heronensis"
"Turbinaria mesenterina"
"Turbinaria patula"
"Turbinaria radicalis"
"Turbinaria reniformis"
"Turbinaria stellulata"
